Prodotto_Shopify,Categoria_Padre,Sottocategoria,SKU,EAN,Prezzo_2026,Opzione_1_Nome,Opzione_1_Valore,Opzione_2_Nome,Opzione_2_Valore,Titolo_Originale_Listino
Gre - ECO RACCOGLITORE SUPERFICIE,Accessori,Materiale di pulizia,90115,8427370901157,6.4375,,,,,ECO - Raccoglitore di superficie
Gre - ECO RACCOGLITORE SUPERFICIE MANICCM,Accessori,Materiale di pulizia,90117,8427370901171,8.752425,,,,,ECO - Raccoglitore di superficie + manico 122cm
Gre - ECO RACCOGLITORE FONDO,Accessori,Materiale di pulizia,90120,8427370901201,7.4675,,,,,ECO - Raccoglitore di fondo
Gre - ECO RACCOGLITORE SUPERFICIE CON MANICO,Accessori,Materiale di pulizia,90184,8412081250915,10.815,,,,,ECO - Raccoglitore di superficie con manico a 3 sezioni
"Gre - ECO MANICO TELESCOPICO ARGENTAT, (3X1,)",Accessori,Materiale di pulizia,90100,8427370901003,21.836,,,,,"ECO - Manico telescopico argentato 3,60m (3x1,20m)"
Gre - ECO PULISCIFOND/UNA,Accessori,Materiale di pulizia,90105,8427370901058,9.167,,,,,ECO - Puliscifondo 1/2 Luna
Gre - ECO JET VAC /UNA,Accessori,Materiale di pulizia,90110,8427370901102,13.1325,,,,,ECO - Jet Vac 1/2 Luna
Gre - ECO TUBM,Accessori,Materiale di pulizia,90135,8427370901355,35.947,,,,,ECO - Tubo 9m Ø 38mm
Gre - ECO SPAZZOLA BORDO ACQUA,Accessori,Materiale di pulizia,90128,8427370901287,3.2445,,,,,ECO - Spazzola per bordo acqua
Gre - ECO SPAZZOLA,Accessori,Materiale di pulizia,90127,8427370901270,7.9207,Misura,45,,,ECO - Spazzola 45cm
Gre - ECO SPAZZOLA,Accessori,Materiale di pulizia,90125,8427370901256,4.933185,Misura,20,,,ECO - Spazzola 20cm
Gre - ECO TERMOMETRO UNIVERSALE,Accessori,Materiale di pulizia,90130,8427370901300,3.60706,,,,,ECO - Termometro Universale
Gre - ECO TERMOMETRO ANIMALE,Accessori,Materiale di pulizia,90132,8427370901324,7.4675,,,,,ECO - Termometro Animale
Gre - ECO DOSATORE GALLEGGIANTE TAVOLETTE,Accessori,Materiale di pulizia,90140,8427370901409,6.592,,,,,ECO - Dosatore galleggiante per tavolette da 200g
Gre - ECO DOSATORE GALLEGGIANTE PASTIGLIE,Accessori,Materiale di pulizia,90141,8427370901416,3.7595,,,,,ECO - Dosatore galleggiante per pastiglie da 20g
Gre - ECO ANALISI CLORO/BROMO (OTO/FENOLO),Prodotti chimici,Vari,90180,8427370901805,6.489,,,,,ECO - Kit analisi Di Cloro/Bromo + pH (Oto/Fenolo)
Gre - ECO RICAMBIO ANALISI (OTO/FENOLO),Prodotti chimici,Vari,90181,8427370901812,4.738,,,,,ECO - Ricambio per Kit analisi (Oto/Fenolo)
Gre - BOX ACCESSORI PULIZIA LINEA ECO,Accessori,Materiale di pulizia,90197N,8412081312842,0.0,,,,,Box accessori di pulizia - Linea ECO
Gre - GALLEGGIANTE INVERNAGGIO,Accessori,Atri accessori per piscine,40580,8427370405808,9.8262,,,,,Galleggiante per invernaggio
Gre - CUSCINO GONFIABILE PVC POSIZIONARE SOTTO,Accessori,Atri accessori per piscine,PIC1,8412081318394,18.437,,,,,Cuscino gonfiabile in PVC da posizionare sotto la copertura invernale. 114x114 cm
Gre - GIZMO PROTEZIONE SKIMMER X8X8CM,Accessori,Atri accessori per piscine,40581,8427370405815,3.8007,,,,,Gizmo - protezione per lo skimmer 40x8x8cm
"Gre - TAPPO CHIUSURA L'INVERN,5""",Accessori,Atri accessori per piscine,40582,8427370405822,3.193,,,,,"Tappo di chiusura per l'inverno 1,5"""
"Gre - TAPPO CHIUSURA L'INVERN""",Accessori,Atri accessori per piscine,40583,8427370405839,3.7595,,,,,"Tappo di chiusura per l'inverno 2"""
Gre - ELEVATORE GRANULARE,Prodotti chimici,Correttori pH,76018,8427370760181,7.828,Misura,1,,,Elevatore di pH granulare 1kg
Gre - ELEVATORE GRANULARE,Prodotti chimici,Correttori pH,76001,8427370760013,23.6385,Misura,5,,,Elevatore di pH granulare 5kg
Gre - ELEVATORE GRANULARE,Prodotti chimici,Correttori pH,90005,8427370900051,19.055,Misura,4,,,"Elevatore di pH granulare 4,5kg"
Gre - RIDUTTORE GRANULARE,Prodotti chimici,Correttori pH,76019,8427370760198,10.9695,Misura,1,,,"Riduttore di pH granulare 1,5kg"
Gre - RIDUTTORE GRANULARE,Prodotti chimici,Correttori pH,76002,8427370760020,20.5485,Misura,5,,,Riduttore di pH granulare 5kg
Gre - RIDUTTORE GRANULARE,Prodotti chimici,Correttori pH,90001,8427370900013,17.4997,Misura,5,,,Riduttore di pH granulare 5kg
Gre - RIDUTTORE,Prodotti chimici,Correttori pH,76095,8412081313948,26.5225,Misura,20,,,Riduttore di pH 20l
Gre - RIDUTTORE,Prodotti chimici,Correttori pH,90003,8412081313931,17.4997,Misura,5,,,Riduttore di pH 5l
Gre - RIDUTTORE,Prodotti chimici,Correttori pH,90008,8412081313955,38.625,Misura,25,,,Riduttore di pH 25l
Gre - TAC PLUS: ELEVATORE ALCALINITÀ GRANULARE,Prodotti chimici,Correttori pH,76081,8427370760815,34.7625,,,,,TAC PLUS: Elevatore di alcalinità granulare 5kg
"Gre - CLORO SHOCK ZERO BORICKG, PASTIGLIE",Prodotti chimici,Cloro Forte,76074NB,8412081288178,0.0,Misura,O 1,,,"Cloro Shock ZERO BORICO 1kg, pastiglie da 30g"
"Gre - CLORO SHOCK ZERO BORICKG, PASTIGLIE",Prodotti chimici,Cloro Forte,76075NB,8412081288185,0.0,Misura,O 3,,,"Cloro Shock ZERO BORICO 3kg, pastiglie da 30g"
"Gre - CLORO SHOCK ZERO BORICKG, PASTIGLIE",Prodotti chimici,Cloro Forte,76076NB,8412081288192,0.0,Misura,O 5,,,"Cloro Shock ZERO BORICO 5kg, pastiglie da 30g"
"Gre - CLORO SHOCK ZERO BORICKG, PASTIGLIE",Prodotti chimici,Cloro Forte,90078NB,8412081992884,0.0,Misura,O 1,,,"Cloro Shock ZERO BORICO 1kg, pastiglie da 30g"
"Gre - CLORO SHOCK ZERO BORICKG, PASTIGLIE",Prodotti chimici,Cloro Forte,90073NB,8412081992891,0.0,Misura,O 5,,,"Cloro Shock ZERO BORICO 5kg, pastiglie da 30g"
"Gre - CLORO FORTE ZERO BORICKG, PASTIGLIE",Prodotti chimici,Cloro Forte,76100NB,8412081288444,18.437,Misura,O 1,,,"Cloro Forte ZERO BORICO 1kg, pastiglie da 30g"
"Gre - CLORO FORTE ZERO BORICKG, PASTIGLIE",Prodotti chimici,Cloro Forte,76099NB,8412081288437,51.397,Misura,O 5,,,"Cloro Forte ZERO BORICO 5kg, pastiglie da 30g"
"Gre - CLORO FORTE ZERO BORICKG, PASTIGLIE",Prodotti chimici,Cloro Forte,90084NB,8412081993003,51.397,Misura,O 5,,,"Cloro Forte ZERO BORICO 5kg, pastiglie da 30g"
Gre - CLORO SHOCK GRANULARE,Prodotti chimici,Cloro Forte,76021,8427370760211,0.0,Misura,1,,,Cloro Shock granulare 1kg
Gre - CLORO SHOCK GRANULARE,Prodotti chimici,Cloro Forte,76069,8427370760693,0.0,Misura,3,,,Cloro Shock granulare 3kg
Gre - CLORO SHOCK GRANULARE,Prodotti chimici,Cloro Forte,76004,8427370760044,0.0,Misura,5,,,Cloro Shock granulare 5kg
Gre - CLORO SHOCK GRANULARE,Prodotti chimici,Cloro Forte,90050,8427370900501,0.0,Misura,1,,,Cloro Shock granulare 1kg
Gre - CLORO SHOCK GRANULARE,Prodotti chimici,Cloro Forte,90020,8427370900204,0.0,Misura,5,,,Cloro Shock granulare 5kg
Gre - CLORO FORTE GRANULARE,Prodotti chimici,Cloro Forte,76066,8412081315317,13.8947,Misura,1,,,Cloro Forte granulare 1kg
Gre - CLORO FORTE GRANULARE,Prodotti chimici,Cloro Forte,76096,8412081315324,28.737,Misura,3,,,Cloro Forte granulare 3kg
Gre - CLORO FORTE GRANULARE,Prodotti chimici,Cloro Forte,76078,8412081315294,50.985,Misura,5,,,Cloro Forte granulare 5kg
Gre - CLORO FORTE GRANULARE,Prodotti chimici,Cloro Forte,90081,8412081315355,48.925,Misura,5,,,Cloro Forte granulare 5kg
Gre - CLORO FORTE GRANULARE,Prodotti chimici,Cloro Forte,90079,8412081315348,87.447,Misura,10,,,Cloro Forte granulare 10kg
Gre - PALBOX CLORO SHOCK GRANULARE,Prodotti chimici,Cloro Forte,76062,8427370760624,0.0,Dettaglio,LBOX Cloro Shock granulare 1kg,,,PALBOX Cloro Shock granulare 1kg
Gre - PALBOX CLORO SHOCK GRANULARE,Prodotti chimici,Cloro Forte,76064,8427370760648,0.0,Dettaglio,LBOX Cloro Shock granulare 5kg,,,1/2 PALBOX Cloro Shock granulare 5kg
Gre - PALBOX CLORO FORTE GRANULARE,Prodotti chimici,Cloro Forte,76079,8412081315300,12.875,Dettaglio,LBOX Cloro Forte granulare 1kg,,,PALBOX Cloro Forte granulare 1kg
Gre - PALBOX CLORO FORTE GRANULARE,Prodotti chimici,Cloro Forte,76097,8412081315331,50.985,Dettaglio,LBOX Cloro Forte granulare 5kg,,,1/2 PALBOX Cloro Forte granulare 5kg
"Gre - CLORO LENTO ZERO BORICKG, TAVOLETTE",Prodotti chimici,Cloro Lento,76022NB,8412081288208,16.377,Misura,O 1,,,"Cloro Lento ZERO BORICO 1kg, tavolette da 250g"
"Gre - CLORO LENTO ZERO BORICKG, TAVOLETTE",Prodotti chimici,Cloro Lento,76005NB,8412081288215,51.397,Misura,O 5,,,"Cloro Lento ZERO BORICO 5kg, tavolette da 250g"
"Gre - CLORO LENTO ZERO BORICKG, TAVOLETTE",Prodotti chimici,Cloro Lento,90055NB,8412081992846,15.347,Misura,O 1,,,"Cloro Lento ZERO BORICO 1kg, tavolette da 250g"
"Gre - CLORO LENTO ZERO BORICKG, TAVOLETTE",Prodotti chimici,Cloro Lento,90010NB,8412081992853,49.337,Misura,O 5,,,"Cloro Lento ZERO BORICO 5kg, tavolette da 250g"
"Gre - CLORO LENTO ZERO BORICKG, TAVOLETTE",Prodotti chimici,Cloro Lento,90012NB,8412081992877,93.936,Misura,O 10,,,"Cloro Lento ZERO BORICO 10kg, tavolette da 250g"
Gre - CLORO LENTO GRANULARE,Prodotti chimici,Cloro Lento,76023,8427370760235,16.377,,,,,Cloro Lento granulare 1kg
Gre - STABILIZZATORE CLORKG,Prodotti chimici,Cloro Lento,76112,8412081290317,12.86985,,,,,Stabilizzatore di cloro 1kg
Gre - STABILIZZATORE CLOR,Prodotti chimici,Cloro Lento,76113,8412081290324,43.15185,,,,,"Stabilizzatore di cloro 4,5kg"
"Gre - BROMO LENTKG, PASTIGLIE",Prodotti chimici,Bromo,76025,8427370760259,26.2135,Misura,o 1,,,"Bromo Lento 1kg, pastiglie da 20g"
"Gre - BROMO LENTKG, PASTIGLIE",Prodotti chimici,Bromo,76024,8427370760242,119.377,Misura,o 5,,,"Bromo Lento 5kg, pastiglie da 20g"
Gre - BROMO CHOC: ATTIVATORE BROMO GRANULARE,Prodotti chimici,Bromo,76026,8427370760266,94.657,,,,,Bromo Choc: Attivatore di Bromo granulare 5kg
"Gre - BROMO MULTIFUNZIONI KG, PASTIGLIE",Prodotti chimici,Bromo,76027,8427370760273,144.2,,,,,"Bromo multifunzioni 5kg, pastiglie da 20g"
Gre - ACTI OXY: ATTIVATORE OSSIGENL,Prodotti chimici,Ossigeno,76028,8427370760280,65.405,,,,,Acti Oxy: Attivatore Ossigeno 5l
Gre - OSSIGENO ATTIVL,Prodotti chimici,Ossigeno,76098,8412081314235,0.0,,,,,Ossigeno Attivo 5l
Gre - OXY LENT ZERO BORICO: OSSIGENO,Prodotti chimici,Ossigeno,76029NB,8412081288383,0.0,,,,,"Oxy Lent ZERO BORICO: Ossigeno Attivo 1,2kg, pastiglie da 20g"
Gre - STICK HIPOCAL: IPPOCLORITO CALCIO BASTONCINI,Prodotti chimici,Ossigeno,76111,8412081290300,0.0,,,,,STICK HIPOCAL: Ippoclorito di calcio in bastoncini da 300g
Gre - TRATTAMENT AZIONI ZERO BORICO TAVOLETTE,Prodotti chimici,Multifunzioni,76007NB,8412081288222,16.377,Misura,o 4,,,"Trattamento 4 Azioni ZERO BORICO 1kg, tavolette da 250g"
Gre - TRATTAMENT AZIONI ZERO BORICO TAVOLETTE,Prodotti chimici,Multifunzioni,76067NB,8412081288246,33.887,Misura,o 4,,,"Trattamento 4 Azioni ZERO BORICO 3kg, tavolette da 250g"
Gre - TRATTAMENT AZIONI ZERO BORICO TAVOLETTE,Prodotti chimici,Multifunzioni,76006NB,8412081288253,51.397,Misura,o 4,,,"Trattamento 4 Azioni ZERO BORICO 5kg, tavolette da 250g"
Gre - TRATTAMENT AZIONI ZERO BORICO TAVOLETTE,Prodotti chimici,Multifunzioni,76031NB,8412081288277,97.747,Misura,o 4,,,"Trattamento 4 Azioni ZERO BORICO 10kg, tavolette da 250g"
Gre - TRATTAMENT AZIONI ZERO BORICO TAVOLETTE,Prodotti chimici,Multifunzioni,76082NB,8412081288307,16.995,Misura,o 5,,,"Trattamento 5 Azioni ZERO BORICO 1kg, tavolette da 250g"
Gre - TRATTAMENT AZIONI ZERO BORICO TAVOLETTE,Prodotti chimici,Multifunzioni,76037NB,8412081991320,100.837,Misura,o 5,,,"Trattamento 5 Azioni ZERO BORICO 10kg, tavolette da 250g"
Gre - TRATTAMENT AZIONI ZERO BORICO TAVOLETTE,Prodotti chimici,Multifunzioni,76065NB,8412081288345,0.0,Misura,o 10,,,"Trattamento 10 Azioni ZERO BORICO 1kg, tavolette da 250g"
Gre - TRATTAMENT AZIONI ZERO BORICO TAVOLETTE,Prodotti chimici,Multifunzioni,76038NB,8412081288352,0.0,Misura,o 10,,,"Trattamento 10 Azioni ZERO BORICO 5kg, tavolette da 250g"
Gre - TRATTAMENT AZIONI ZERO BORICO TAVOLETTE,Prodotti chimici,Multifunzioni,76060NB,8412081288468,22.557,Misura,o 8,,,"Trattamento 8 Azioni ZERO BORICO 1kg, tavolette da 250g"
Gre - TRATTAMENT AZIONI ZERO BORICO TAVOLETTE,Prodotti chimici,Multifunzioni,76061NB,8412081288475,104.957,Misura,o 8,,,"Trattamento 8 Azioni ZERO BORICO 5kg, tavolette da 250g"
Gre - TRATTAMENT AZIONI ZERO BORICO TAVOLETTE,Prodotti chimici,Multifunzioni,90052NB,8412081992938,15.965,Misura,o 4,,,"Trattamento 4 Azioni ZERO BORICO 1kg, tavolette da 250g"
Gre - TRATTAMENT AZIONI ZERO BORICO TAVOLETTE,Prodotti chimici,Multifunzioni,90025NB,8412081992945,51.397,Misura,o 4,,,"Trattamento 4 Azioni ZERO BORICO 5kg, tavolette da 250g"
Gre - TRATTAMENT AZIONI ZERO BORICO TAVOLETTE,Prodotti chimici,Multifunzioni,90027NB,8412081992976,67.877,Misura,o 4,,,"Trattamento 4 Azioni ZERO BORICO 10kg, tavolette da 250g"
Gre - PALBOX TRATTAMENT AZIONI ZERO BORICO,Prodotti chimici,Multifunzioni,76063NB,8412081288239,16.377,Dettaglio," BORICO 1kg, tavolette da 250g",,,"PALBOX Trattamento 4 Azioni ZERO BORICO 1kg, tavolette da 250g"
Gre - PALBOX TRATTAMENT AZIONI ZERO BORICO,Prodotti chimici,Multifunzioni,76055NB,8412081288260,51.397,Dettaglio," BORICO 5kg, tavolette da 250g",,,"PALBOX Trattamento 4 Azioni ZERO BORICO 5kg, tavolette da 250g"
Gre - PALBOX TRATTAMENT AZIONI ZERO BORICO,Prodotti chimici,Multifunzioni,90200NB,8412081992952,51.397,Dettaglio," BORICO 5kg, tavolette da 250g",,,"PALBOX Trattamento 4 Azioni ZERO BORICO 5kg, tavolette da 250g"
Gre - TRATTAMENT AZIONI ZERO BORICO PASTIGLIE,Prodotti chimici,Multifunzioni,76032NB,8412081288284,16.686,Dettaglio,"O BORICO 1kg, pastiglie da 20g",,,"Trattamento 4 Azioni ZERO BORICO 1kg, pastiglie da 20g"
Gre - TRATTAMENT AZIONI ZERO BORICO PASTIGLIE,Prodotti chimici,Multifunzioni,76033NB,8412081288291,54.487,Dettaglio,"O BORICO 5kg, pastiglie da 20g",,,"Trattamento 4 Azioni ZERO BORICO 5kg, pastiglie da 20g"
Gre - TRATTAMENT AZIONI GRANULARE,Prodotti chimici,Multifunzioni,76034,8427370760341,57.577,,,,,Trattamento 4 Azioni granulare 5Kg
Gre - TRATTAMENT AZIONI ZERO BORICO SENZA,Prodotti chimici,Multifunzioni,76039NB,8412081288369,16.686,Dettaglio,"di rame 1kg, tavolette da 250g",,,"Trattamento 4 Azioni ZERO BORICO senza solfato di rame 1kg, tavolette da 250g"
Gre - TRATTAMENT AZIONI ZERO BORICO SENZA,Prodotti chimici,Multifunzioni,76012NB,8412081288376,53.766,Dettaglio,"di rame 5kg, tavolette da 250g",,,"Trattamento 4 Azioni ZERO BORICO senza solfato di rame 5kg, tavolette da 250g"
"Gre - TRATTAMENT AZIONI ZERO BORICKG, TAVOLETTE",Prodotti chimici,Multifunzioni,76036NB,8412081288321,56.547,Dettaglio," BORICO 5kg, tavolette da 250g",,,"Trattamento 5 Azioni ZERO BORICO 5kg, tavolette da 250g"
"Gre - TRATTAMENT AZIONI ZERO BORICKG, TAVOLETTE",Prodotti chimici,Multifunzioni,90051NB,8412081992983,53.457,Dettaglio," BORICO 5kg, tavolette da 250g",,,"Trattamento 5 Azioni ZERO BORICO 5kg, tavolette da 250g"
Gre - ANTIALGHE EXTRA,Prodotti chimici,Antialghe,76041,8427370760419,12.257,Misura,1,,,Antialghe extra 1l
Gre - ANTIALGHE EXTRA,Prodotti chimici,Antialghe,76042,8427370760426,24.617,Misura,5,,,Antialghe extra 5l
Gre - ANTIALGHE,Prodotti chimici,Antialghe,76009,8427370760099,6.489,Misura,1,,,Antialghe 1l
Gre - ANTIALGHE,Prodotti chimici,Antialghe,76008,8427370760082,17.4585,Misura,5,,,Antialghe 5l
Gre - ANTIALGHE,Prodotti chimici,Antialghe,90053,8427370900532,5.6135,Misura,1,,,Antialghe 1l
Gre - ANTIALGHE,Prodotti chimici,Antialghe,90030,8427370900303,14.626,Misura,5,,,Antialghe 5l
Gre - ANTIALGHE,Prodotti chimici,Antialghe,90032,8427370900327,27.295,Misura,10,,,Antialghe 10l
Gre - PALBOX ANTIALGHE,Prodotti chimici,Antialghe,76056,8427370760563,16.2225,Dettaglio,PALBOX Antialghe 5l,,,PALBOX Antialghe 5l
Gre - PALBOX ANTIALGHE,Prodotti chimici,Antialghe,90202,8427370902024,13.596,Dettaglio,PALBOX Antialghe 5l,,,PALBOX Antialghe 5l
Gre - ANTIALGHE EXTRA COMPACT SUCONCENTATL CON,Prodotti chimici,Antialghe,76013,8427370760136,17.4585,,,,,Antialghe Extra compact super concentato 1l con tappo dosatore
Gre - ANTIALGHE COMPACT SUCONCENTATL CON TAPPO,Prodotti chimici,Antialghe,76015,8427370760150,14.1625,,,,,Antialghe compact super concentato 1l con tappo dosatore
Gre - FLOCCULANTE,Prodotti chimici,Flocculante,76011,8427370760112,8.1885,Misura,1,,,Flocculante 1l
Gre - FLOCCULANTE,Prodotti chimici,Flocculante,76010,8427370760105,23.4325,Misura,5,,,Flocculante 5l
Gre - FLOCCULANTE,Prodotti chimici,Flocculante,90054,8427370900549,8.034,Misura,1,,,Flocculante 1l
Gre - FLOCCULANTE,Prodotti chimici,Flocculante,90042,8427370900426,20.085,Misura,5,,,Flocculante 5l
Gre - NATURAL CLARIFIER,Prodotti chimici,Flocculante,76104,8412081321356,17.4997,,,,,Natural Clarifier 1l
"Gre - FLOCCULANTE KG, CARTUCCE SOLO FILTRI",Prodotti chimici,Flocculante,76044,8427370760440,10.403,,,,,"Flocculante 1kg, 8 cartucce da 125g. Solo per filtri a sabbia"
Gre - ULTRA FLOCK NANO. FLOCCULANTE GEL,Prodotti chimici,Flocculante,UFG20,5901234123457,6.7877,,,,,Ultra Flock Nano. Flocculante in gel monodose 28g
Gre - DISINCROSTANTE SUPERFICIE,Prodotti chimici,Anticalcare e Disincrostante,76046,8427370760464,7.416,,,,,Disincrostante di superficie 1l
Gre - PULITORE LINEA D'ACQUA,Prodotti chimici,Anticalcare e Disincrostante,76047,8427370760471,10.815,,,,,Pulitore linea d'acqua 1l
Gre - ANTICALCARE SEQUESTRANTE,Prodotti chimici,Anticalcare e Disincrostante,76049,8427370760495,10.0425,Misura,1,,,Anticalcare sequestrante 1l
Gre - ANTICALCARE SEQUESTRANTE,Prodotti chimici,Anticalcare e Disincrostante,76048,8427370760488,26.7285,Misura,5,,,Anticalcare sequestrante 5l
Gre - STOP METAL APPOSITAMENTE STUDIATO ACQUE,Prodotti chimici,Anticalcare e Disincrostante,76114,8412081290331,7.9825,,,,,"Stop Metal 1l: appositamente studiato per le acque dure (pozzi, pozzetti, ruscelli). Trattiene i sali metallici e previene i depositi di calcare"
Gre - TRATTAMENTO INVERNL,Prodotti chimici,Inverno,76050,8427370760501,8.2297,Misura,o 1,,,Trattamento Inverno 1l
Gre - TRATTAMENTO INVERNL,Prodotti chimici,Inverno,76051,8427370760518,19.5597,Misura,o 5,,,Trattamento Inverno 5l
Gre - TRATTAMENTO INVERNL,Prodotti chimici,Inverno,90035,8427370900358,17.4997,Misura,o 5,,,Trattamento inverno 5l
Gre - TRATTAMENTO INVERNO GALLEGGIANTE,Prodotti chimici,Inverno,76080L,8412081321004,26.7285,,,,,"Trattamento inverno galleggiante 1,75kg"
Gre - ELEVATORE,Prodotti chimici,Correttori pH,90048,8427370900488,9.4245,Misura,1,,,Elevatore di pH 1l
Gre - ELEVATORE,Prodotti chimici,Correttori pH,90006,8427370900068,20.497,Misura,5,,,Elevatore di pH 5l
Gre - ELEVATORE,Prodotti chimici,Correttori pH,90007,8427370900075,0.0,Misura,25,,,Elevatore di pH 25l
Gre - PALLET CLORO LENTO ZERO BORICKG,Prodotti chimici,Cloro Lento,90058NB,8412081992860,47.277,,,,,"PALLET Cloro Lento ZERO BORICO 5kg, tavolette da 250g - pallet senza scatole"
Gre - PALLET TRATTAMENT AZIONI ZERO BORICO,Prodotti chimici,Multifunzioni,90057NB,8412081992969,47.895,,,,,"PALLET Trattamento 4 azioni ZERO BORICO 5kg, tavolette da 250g - pallet senza scatole"
Gre - PALBOX CLORO FORTE ZERO BORICKG,Prodotti chimici,Cloro Forte,90082NB,8412081992990,49.337,,,,,"PALBOX Cloro Forte ZERO BORICO 5Kg, pastiglie da 30g"
Gre - PALLET CLORO SHOCK ZERO BORICKG,Prodotti chimici,Cloro Forte,90072NB,8412081992914,0.0,,,,,"PALLET Cloro shock ZERO BORICO 5kg, pastiglie da 30g - pallet senza scatole"
Gre - PALLET CLORO SHOCK GRANULARE PALLET,Prodotti chimici,Cloro Forte,90060,8427370900600,0.0,,,,,PALLET Cloro shock granulare 5kg - pallet senza scatole
"Gre - FLOCCULANTE KG, CARTUCCE",Prodotti chimici,Flocculante,90046,8427370900464,9.0125,,,,,"Flocculante 1kg, cartucce da 125g"
Gre - REPELLENTE ANTI-INSETTI. PASTIGLIE,Prodotti chimici,Vari,90178N,8412081290690,0.0,,,,,Repellente anti-insetti. 6 pastiglie da 30g
"Gre - OUT ACQUE TORBIDE, PASTIGLIE",Prodotti chimici,Vari,90143N,8412081290683,22.145,,,,,"Out acque torbide, 6 Pastiglie da 30g"
"Gre - OUT ACQUE VERDI, PASTIGLIE",Prodotti chimici,Vari,90147N,8412081290676,21.5785,,,,,"Out acque verdi, 6 pastiglie da 20g"
Gre - OUT ACQUE TORBIDE FILTRO CARTUCCIA,Prodotti chimici,Vari,SATC6N,8412081290669,22.145,,,,,"Out acque torbide per FILTRO A CARTUCCIA, 6 pastiglie da 17g"
Gre - REPELLENTE ANTI-INSETTI. DOSATORE CON PASTIGLIE,Prodotti chimici,Vari,90175N,8412081290706,0.0,,,,,Repellente anti-insetti. Dosatore con 3 pastiglie da 30g
Gre - STOP ACQUE VERDI,Prodotti chimici,Vari,76077,8427370760778,26.574,,,,,Stop acque verdi 5l
Gre - WATER SAVER RIDUCE PERDIDA ACQUA,Prodotti chimici,Vari,76115G,8412081288093,27.7997,,,,,Water saver 1l . Riduce la perdida di acqua e di calore
Gre - ISTANT WATER RESCUE SOLUZIONE IMMEDIATA,Prodotti chimici,Vari,76122,8412081288048,0.0,,,,,Istant Water Rescue 500g. Soluzione immediata per ripristinare l'acqua della piscina
Gre - POOLP' PISCINE,Prodotti chimici,Vari,08012L,8412081320922,26.677,Dettaglio,a 250g per piscine da 0 a 10m³,,,Poolp'o 4 in 1 da 250g per piscine da 0 a 10m³
Gre - POOLP' PISCINE,Prodotti chimici,Vari,08013AL,8412081320946,28.737,Dettaglio, 500g per piscine da 10 a 20m³,,,Poolp'o 4 in 1 da 500g per piscine da 10 a 20m³
Gre - POOLP' PISCINE,Prodotti chimici,Vari,08099AL,8412081320045,33.887,Dettaglio, 700g per piscine da 10 a 30m³,,,Poolp'o 4 in 1 da 700g per piscine da 10 a 30m³
Gre - TRATTAMENTO PISCINE COMPOSTO DA: CLORO,Prodotti chimici,Vari,76053,8427370760532,31.827,,,,,"Kit trattamento per piscine da 0 a 5m³. Composto da: Cloro lento 500g pastiglie da 5g, dosatore e palla gonfiabile"
Gre - TRATTAMENTO PISCINE COMPOSTO DA: TRATTAMENTO,Prodotti chimici,Vari,76054L,8412081320977,53.457,,,,,"Kit trattamento per piscine da 5 a 15m³. Composto da: Trattamento 4 azioni 1kg pastiglie da 30g, dosatore, termometro, kit analisi, braccioli e kit riparazione liner"
Gre - PISCINA. TRATTAMENTO COMPLET PISCINE FUORI,Prodotti chimici,Vari,76110NB,8412081287904,20.497,,,,,Kit per piscina. Trattamento completo 4 in 1 per piscine fuori terra e autoportanti. 1 kg tavolette da 100g. Per piscine fino a 20m³- ZERO BORICO
Gre - JUNIOR POOL: TRATTAMENTO CHIMICO PISCINE,Prodotti chimici,Vari,KKP525,8412081272597,13.905,,,,,JUNIOR POOL: trattamento chimico per piscine piccole senza filtrazione. 5 buste da 25ml
Gre - SPA CAPS: SISTEMA DISINFEZIONE SPA,Prodotti chimici,Vari,SCAPEPI20,8412081307770,29.046,,,,,SPA CAPS: Sistema di disinfezione per Spa gonfiabili. Monodosi per trattamento mensile. Contiene dispositivo + 2 capsule
Gre - REFILL SPA CAPS: CAPSULE,Prodotti chimici,Vari,SCAPEPI60,8412081307787,24.617,,,,,Refill per SPA CAPS: 6 capsule
Gre - PRODOTTI CHIMICI SPA BUSTA. COMPOSTO,Prodotti chimici,Vari,KTSPAIT,8412081270999,31.93,,,,,"Kit prodotti chimici per spa in busta. Composto da: 4x20g cloro, 2x30g riduttore di pH e 2x20g elevatore di pH"
Gre - ANALISI CLORO PASTIGLIE DPD,Prodotti chimici,Vari,40062,8427370400629,10.815,,,,,Kit analisi Cloro + pH pastiglie Dpd1
Gre - RICAMBIO PASTIGLIE DPD,Prodotti chimici,Vari,40063,8427370400636,7.3645,Misura,1,,,Ricambio pastiglie Dpd1
Gre - RICAMBIO PASTIGLIE DPD,Prodotti chimici,Vari,40067,8427370400674,8.858,Misura,4,,,Ricambio pastiglie Dpd4
Gre - ANALISI OSSIGENO/BROMO PASTIGLIE DPD,Prodotti chimici,Vari,40066,8427370400667,11.948,,,,,Kit analisi Ossigeno/Bromo + pH Pastiglie Dpd4
Gre - ANALISI CLORO/BROMO (OTO/FENOLO),Prodotti chimici,Vari,40060,8427370400605,10.2897,,,,,Kit analisi Cloro/Bromo + pH (Oto/Fenolo)
Gre - RICAMBIO OTO/FENOLO,Prodotti chimici,Vari,40061,8427370400612,4.9337,,,,,Ricambio Oto/Fenolo
